;Data da Venda;Nome do Produto;Nome da Loja;Quantidade Vendida;ID Loja
451404;2017-06-16;SV DVD 9-Inch Player Portable M300 Silver;Loja Contoso Austin ;20;86
451480;2017-06-16;"Fabrikam SLR Camera 35"" M358 Grey";Loja Contoso Austin ;5;86
451898;2017-06-16;Contoso Integrated Business Phone With card L10 White;Loja Contoso Austin ;10;86
452524;2017-06-17;Fabrikam SLR Camera X147 Silver;Loja Contoso Austin ;10;86
452664;2017-06-17;The Phone Company PDA Phone 3.7 inches M340 Silver;Loja Contoso Austin ;10;86
453351;2017-06-17;Contoso SLR Camera M146 Orange;Loja Contoso Austin ;5;86
454523;2017-06-17;SV 80GB USB2.0 Portable Hard Disk E500 Yellow;Loja Contoso Austin ;5;86
454564;2017-06-17;Contoso 90W AC/DC Power Adapter E300 Black;Loja Contoso Austin ;5;86
454620;2017-06-17;Contoso Genuine Leather Grip Belt E322 Silver;Loja Contoso Austin ;5;86
454956;2017-06-17;Contoso SLR Camera X144 Gold;Loja Contoso Austin ;10;86
455022;2017-06-17;Proseware High-Performance Business-Class Laser Fax X200 Grey;Loja Contoso Austin ;10;86
455025;2017-06-17;Contoso Expandable 4-Handset Cordless Phone System M206 Black;Loja Contoso Austin ;10;86
455054;2017-06-17;Proseware Office Jet All-in-One Printer M500 Black;Loja Contoso Austin ;10;86
455137;2017-06-17;Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey;Loja Contoso Austin ;10;86
455373;2017-06-17;Contoso Home Theater System 2.1 Channel M1210 Brown;Loja Contoso Austin ;10;86
455665;2017-06-18;Contoso DVD 48 DVD Storage Binder M50 Silver;Loja Contoso Austin ;10;86
456203;2017-06-18;Proseware Screen 85in E1010 Black;Loja Contoso Austin ;5;86
456367;2017-06-18;WWI 1GB Pulse Smart pen E50 Silver;Loja Contoso Austin ;5;86
456438;2017-06-18;Fabrikam Laptop8.9 E8002 Red;Loja Contoso Austin ;5;86
456650;2017-06-18;Contoso 4-Line Expandable Cordless Phone System M900 White;Loja Contoso Austin ;10;86
456791;2017-06-18;A. Datum SLR Camera X135 Black;Loja Contoso Austin ;10;86
456872;2017-06-18;Contoso DVD 48 DVD Storage Binder M50 Black;Loja Contoso Austin ;10;86
457479;2017-06-18;Adventure Works Desktop PC1.80 ED180 Black;Loja Contoso Austin ;30;86
458522;2017-06-18;WWI Projector 720p LCD56 White;Loja Contoso Austin ;10;86
459716;2017-06-19;Fabrikam Business Videographer 1/2'' 3mm M500 Black;Loja Contoso Austin ;10;86
459832;2017-06-19;Proseware High Speed Laser M2000 Black;Loja Contoso Austin ;10;86
460119;2017-06-19;SV Car Video TFT7 M7000 Black;Loja Contoso Austin ;10;86
460597;2017-06-19;Proseware LCD19 E1000 White;Loja Contoso Austin ;5;86
460701;2017-06-19;Proseware CRT19 E201 White;Loja Contoso Austin ;5;86
461080;2017-06-19;Contoso SLR Camera X143 Silver;Loja Contoso Austin ;10;86
461533;2017-06-19;WWI Projector 480p DLP12 Black;Loja Contoso Austin ;10;86
461608;2017-06-20;Contoso USB Optical Mouse E200 Grey;Loja Contoso Austin ;5;86
461894;2017-06-20;Fabrikam Business Videographer 1'' 25mm M600 Grey;Loja Contoso Austin ;10;86
461913;2017-06-20;Fabrikam SLR Camera M150 Orange;Loja Contoso Austin ;10;86
461985;2017-06-20;Contoso USB Wave Multi-Media Keyboard E280 Grey;Loja Contoso Austin ;5;86
463222;2017-06-20;Contoso DVD 15-Inch Player Portable L200 Black;Loja Contoso Austin ;10;86
463788;2017-06-20;A. Datum SLR Camera M136 Silver;Loja Contoso Austin ;5;86
463860;2017-06-20;SV 512MB Laptop memory E800 White;Loja Contoso Austin ;5;86
464486;2017-06-20;"Contoso SLR Camera 35"" X358 Grey";Loja Contoso Austin ;10;86
464551;2017-06-20;"Contoso SLR Camera 35"" M358 Orange";Loja Contoso Austin ;10;86
464772;2017-06-21;Contoso 90W AC/DC Power Adapter E300 Black;Loja Contoso Austin ;5;86
465481;2017-06-21;"Fabrikam SLR Camera 35"" M358 Green";Loja Contoso Austin ;5;86
465854;2017-06-21;Contoso Bedroom Phone with AM/FM Stereo and Call Waiting Caller ID M600 White;Loja Contoso Austin ;10;86
466217;2017-06-21;A. Datum Point n' Shoot Digital Camera M500 Grey;Loja Contoso Austin ;10;86
466319;2017-06-21;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange;Loja Contoso Austin ;10;86
466811;2017-06-21;Contoso 2-Line Corded Cordless Telephone M202 Black;Loja Contoso Austin ;20;86
467094;2017-06-21;Proseware Laser Fax Printer E100 Black;Loja Contoso Austin ;5;86
467107;2017-06-21;Contoso General Carrying Case E304 Blue;Loja Contoso Austin ;5;86
467449;2017-06-21;The Phone Company Sharp Touch Screen Phones M910 Gold;Loja Contoso Austin ;10;86
467643;2017-06-21;Contoso Expandable Cordless Phone System M008 Grey;Loja Contoso Austin ;10;86
467896;2017-06-22;Contoso 4G MP3 Player E400 Black;Loja Contoso Austin ;5;86
467917;2017-06-22;NT Wireless Bluetooth Stereo Headphones E102 Black;Loja Contoso Austin ;5;86
467935;2017-06-22;SV Car Video AM/FM E1001 Brown;Loja Contoso Austin ;5;86
467972;2017-06-22;The Phone Company PDA Phone 4.7 inches L360 White;Loja Contoso Austin ;10;86
468027;2017-06-22;A. Datum Point Shoot Digital Camera M500 Pink;Loja Contoso Austin ;10;86
468724;2017-06-22;SV Car Video TFT6.2W E6280 Silver;Loja Contoso Austin ;5;86
468726;2017-06-22;Contoso USB Data Link-direct connect adapter E600 Black;Loja Contoso Austin ;5;86
470183;2017-06-22;Litware Home Theater System 2.1 Channel E211 Black;Loja Contoso Austin ;5;86
470407;2017-06-22;Fabrikam Trendsetter 1'' 25mm X400 Black;Loja Contoso Austin ;10;86
470749;2017-06-22;The Phone Company PDA Wifi 3.7-inch M250 Black;Loja Contoso Austin ;10;86
470789;2017-06-22;Adventure Works Laptop12 M1201 Silver;Loja Contoso Austin ;10;86
470993;2017-06-23;Contoso Optical Wheel OEM PS/2 Mouse E60 White;Loja Contoso Austin ;5;86
471140;2017-06-23;Contoso Home Theater System 4.1 Channel M1410 Black;Loja Contoso Austin ;10;86
471153;2017-06-23;"A. Datum SLR Camera 35"" X358 Blue";Loja Contoso Austin ;10;86
471160;2017-06-23;Proseware Office Jet Wireless All-in-One Inkjet Printer M600 Grey;Loja Contoso Austin ;10;86
471271;2017-06-23;SV 2GB Laptop memory E800 Silver;Loja Contoso Austin ;5;86
471821;2017-06-23;Contoso 2G MP3 Player E200 Silver;Loja Contoso Austin ;5;86
471825;2017-06-23;Contoso USB Wave Multi-Media Keyboard E280 Grey;Loja Contoso Austin ;5;86
472524;2017-06-23;Contoso Pen Touch Screen Phones M320 Black;Loja Contoso Austin ;10;86
472709;2017-06-23;SV 80GB USB2.0 Portable Hard Disk E500 Silver;Loja Contoso Austin ;5;86
472728;2017-06-23;"Fabrikam Social Videographer 1"" 25mm E400 Blue";Loja Contoso Austin ;5;86
473317;2017-06-23;Contoso Battery charger - bike E200 White;Loja Contoso Austin ;5;86
473645;2017-06-23;Proseware High-Performance Business-Class Laser Fax X200 Grey;Loja Contoso Austin ;10;86
474146;2017-06-24;Contoso USB Optical Mouse E200 White;Loja Contoso Austin ;5;86
475276;2017-06-24;"Fabrikam Home and Vacation Moviemaker 1"" 25mm M400 Blue";Loja Contoso Austin ;10;86
475278;2017-06-24;Fabrikam Business Videographer 1/3'' 8.5mm M380 Black;Loja Contoso Austin ;10;86
475446;2017-06-24;SV 4GB Laptop Memory M65 White;Loja Contoso Austin ;10;86
475537;2017-06-24;WWI LCD19W M100 White;Loja Contoso Austin ;10;86
475714;2017-06-24;Proseware Projector 480p LCD12 White;Loja Contoso Austin ;10;86
476330;2017-06-24;Fabrikam Social Videographer 1/2'' 3mm E300 Black;Loja Contoso Austin ;5;86
476365;2017-06-24;NT Bluetooth Stereo Headphones E52 Black;Loja Contoso Austin ;5;86
476444;2017-06-24;Contoso Multi-Use Terminal Cable E308 White;Loja Contoso Austin ;5;86
477366;2017-06-25;Contoso Sharp Touch Screen Phones M910 Black;Loja Contoso Austin ;10;86
477759;2017-06-25;Contoso In-Line Coupler E180 White;Loja Contoso Austin ;100;86
477866;2017-06-25;The Phone Company Smart phones 6-LINE SCREEN M21 Pink;Loja Contoso Austin ;20;86
477885;2017-06-25;WWI CRT17 E106 Black;Loja Contoso Austin ;5;86
477992;2017-06-25;Proseware Laser Jet Printer E100 Grey;Loja Contoso Austin ;5;86
478369;2017-06-25;The Phone Company PDA Palm 4.7 inch L850 Black;Loja Contoso Austin ;10;86
479871;2017-06-25;Contoso SLR Camera M144 Silver Grey;Loja Contoso Austin ;10;86
479961;2017-06-25;Contoso Home Theater System 4.1 Channel M1400 Black;Loja Contoso Austin ;10;86
480203;2017-06-25;Proseware Projector 480p DLP12 Black;Loja Contoso Austin ;10;86
480445;2017-06-26;Contoso Optical USB Mouse M45 White;Loja Contoso Austin ;10;86
481016;2017-06-26;Contoso Home Theater System 2.1 Channel E1220 Brown;Loja Contoso Austin ;5;86
481873;2017-06-26;"Fabrikam SLR Camera 35"" X358 Silver Grey";Loja Contoso Austin ;10;86
481925;2017-06-26;Proseware Projector 480p LCD12 Black;Loja Contoso Austin ;10;86
482913;2017-06-26;SV DVD 15-Inch Player Portable L200 White;Loja Contoso Austin ;10;86
483013;2017-06-26;Contoso Expandable 4-Handset Cordless Phone System M206 Black;Loja Contoso Austin ;10;86
483023;2017-06-26;Proseware Mobile Receipt and Document Scanner M200 Grey;Loja Contoso Austin ;10;86
483200;2017-06-26;SV DVD 12-Inch Player Portable M400 Black;Loja Contoso Austin ;10;86
483362;2017-06-26;SV Car Video LCD7W M7082 Silver;Loja Contoso Austin ;10;86
483559;2017-06-27;Proseware High Speed Laser Fax M2000 Grey;Loja Contoso Austin ;10;86
484258;2017-06-27;NT Wireless Bluetooth Stereo Headphones E102 Silver;Loja Contoso Austin ;5;86
484715;2017-06-27;Contoso Home Theater System 5.1 Channel M1500 Silver;Loja Contoso Austin ;10;86
484766;2017-06-27;SV 4GB Laptop Memory M65 Blue;Loja Contoso Austin ;10;86
484791;2017-06-27;Contoso USB Cable M250 Blue;Loja Contoso Austin ;10;86
484928;2017-06-27;Contoso Projector 1080p X980 White;Loja Contoso Austin ;10;86
485719;2017-06-27;Contoso 2G MP3 Player E200 Red;Loja Contoso Austin ;5;86
485746;2017-06-27;Contoso Carrying Case E312 White;Loja Contoso Austin ;5;86
485771;2017-06-27;Contoso Dual USB Power Adapter - power adapter E300 Black;Loja Contoso Austin ;5;86
487934;2017-06-28;SV DVD 48 DVD Storage Binder M50 Silver;Loja Contoso Austin ;10;86
488075;2017-06-28;"Fabrikam SLR Camera 35"" X358 Pink";Loja Contoso Austin ;10;86
488157;2017-06-28;WWI Projector 720p LCD56 Black;Loja Contoso Austin ;10;86
488680;2017-06-28;Contoso Screen 85in E085 Silver;Loja Contoso Austin ;5;86
489200;2017-06-28;The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Grey;Loja Contoso Austin ;10;86
489336;2017-06-28;The Phone Company Touch Screen Phones Capacitive M908 Black;Loja Contoso Austin ;10;86
489545;2017-06-28;Contoso Projector 720p M621 White;Loja Contoso Austin ;10;86
489990;2017-06-29;Contoso Mouse Lock Bundle E200 Grey;Loja Contoso Austin ;5;86
491289;2017-06-29;SV Car Video LCD7W M7082 Silver;Loja Contoso Austin ;10;86
491333;2017-06-29;Proseware Mobile Receipt and Document Scanner M200 Black;Loja Contoso Austin ;10;86
491345;2017-06-29;Fabrikam Budget Moviemaker 2/3'' 17mm E100 Black;Loja Contoso Austin ;10;86
491391;2017-06-29;The Phone Company Smart phones without camera E100 Gold;Loja Contoso Austin ;5;86
491926;2017-06-29;Contoso Bright Light battery E20 White;Loja Contoso Austin ;5;86
492480;2017-06-29;The Phone Company Smart phones Unlocked M300 Gold;Loja Contoso Austin ;10;86
492636;2017-06-29;Proseware Wireless Photo All-in-One Printer M390 Black;Loja Contoso Austin ;10;86
493717;2017-06-30;Contoso 3 Handset Cordless Phone System  E30 Black;Loja Contoso Austin ;5;86
494189;2017-06-30;Contoso DVD 15-Inch Player Portable L200 White;Loja Contoso Austin ;10;86
494268;2017-06-30;The Phone Company Smart phones Unlocked International M800 Pink;Loja Contoso Austin ;10;86
494927;2017-06-30;"Fabrikam SLR Camera 35"" M358 Grey";Loja Contoso Austin ;5;86
494937;2017-06-30;Contoso Dual Handset Cordless Phone System E20 Grey;Loja Contoso Austin ;5;86
495112;2017-06-30;SV 8xDVD E140 Silver;Loja Contoso Austin ;5;86
495296;2017-06-30;The Phone Company PDA Palm 3.5 inch M810 White;Loja Contoso Austin ;10;86
495888;2017-07-01;The Phone Company Smart phones without camera E100 Gold;Loja Contoso Austin ;6;86
496199;2017-07-01;SV Car Video TFT7 M7002 Brown;Loja Contoso Austin ;12;86
496231;2017-07-01;Contoso DVD 15-Inch Player Portable L200 Black;Loja Contoso Austin ;12;86
496564;2017-07-01;Contoso General Carrying Case E304 White;Loja Contoso Austin ;6;86
496589;2017-07-01;"Fabrikam Social Videographer 1"" 25mm E400 Blue";Loja Contoso Austin ;6;86
496620;2017-07-01;Adventure Works Desktop PC1.80 ED180 Brown;Loja Contoso Austin ;36;86
497710;2017-07-01;"Adventure Works 19"" Color Digital TV E35 Black";Loja Contoso Austin ;6;86
497811;2017-07-01;The Phone Company Smart phones 6-LINE SCREEN M21 Pink;Loja Contoso Austin ;12;86
497855;2017-07-01;Proseware Screen 85in E1010 Black;Loja Contoso Austin ;6;86
498560;2017-07-02;Fabrikam SLR Camera X147 Silver;Loja Contoso Austin ;12;86
498591;2017-07-02;SV PCI Network Adapter E905 Silver;Loja Contoso Austin ;6;86
498646;2017-07-02;Proseware Wireless Photo All-in-One Printer M390 Black;Loja Contoso Austin ;12;86
498839;2017-07-02;Contoso 2-Line Speakerphone M109 White;Loja Contoso Austin ;12;86
499011;2017-07-02;Contoso Phone with Memory Dialing-single line E88 Grey;Loja Contoso Austin ;6;86
499161;2017-07-02;The Phone Company PDA Palm 3.5 inch M810 Silver;Loja Contoso Austin ;12;86
499237;2017-07-02;WWI Laptop8.9 E0089 Black;Loja Contoso Austin ;6;86
499724;2017-07-02;Adventure Works Desktop PC1.60 ED160 Brown;Loja Contoso Austin ;18;86
499915;2017-07-02;Adventure Works LCD24W X300 Black;Loja Contoso Austin ;12;86
500300;2017-07-02;Contoso Genuine Leather Grip Belt E322 Silver;Loja Contoso Austin ;6;86
500866;2017-07-03;WWI Projector 720p DLP56 White;Loja Contoso Austin ;12;86
501148;2017-07-03;WWI LCD24 X300 White;Loja Contoso Austin ;12;86
501212;2017-07-03;A. Datum Advanced Digital Camera M300 Green;Loja Contoso Austin ;12;86
501475;2017-07-03;Contoso Multi-Use Terminal Cable E308 White;Loja Contoso Austin ;6;86
502273;2017-07-03;A. Datum Super-zoom Digital Camera X300 Orange;Loja Contoso Austin ;12;86
502358;2017-07-03;Proseware Ink Jet All in one M300 Black;Loja Contoso Austin ;12;86
502437;2017-07-03;Contoso DVD 58 DVD Storage Binder M55 Black;Loja Contoso Austin ;12;86
502449;2017-07-03;Proseware Professional Quality Plain-Paper Fax and Copier X100 White;Loja Contoso Austin ;12;86
502793;2017-07-03;Proseware Ink Jet Fax Machine E100 Black;Loja Contoso Austin ;6;86
510531;2017-07-07;"Fabrikam Trendsetter 1/2"" 3mm X300 Orange";Loja Contoso Austin ;12;86
510610;2017-07-07;NT Bluetooth Active Headphones E202 Red;Loja Contoso Austin ;6;86
510896;2017-07-07;Fabrikam Budget Moviemaker 1'' 25mm E400 Grey;Loja Contoso Austin ;12;86
510917;2017-07-07;SV 16xDVD M320 Black;Loja Contoso Austin ;12;86
511133;2017-07-07;Contoso Bluetooth Notebook Mouse E70 Silver;Loja Contoso Austin ;6;86
511217;2017-07-07;Contoso Home Theater System 2.1 Channel E1220 Silver;Loja Contoso Austin ;6;86
511309;2017-07-07;Contoso Projector 720p M620 White;Loja Contoso Austin ;12;86
511392;2017-07-07;WWI Stereo Bluetooth Headphones E1000 Silver;Loja Contoso Austin ;6;86
511401;2017-07-07;Contoso Optical Wheel OEM PS/2 Mouse E60 White;Loja Contoso Austin ;6;86
512281;2017-07-07;Proseware LCD19 E1000 Black;Loja Contoso Austin ;6;86
512952;2017-07-08;Contoso Home Theater System 2.1 Channel M1210 Brown;Loja Contoso Austin ;12;86
513022;2017-07-08;Contoso Phone with Memory Dialing-single line E88 Grey;Loja Contoso Austin ;6;86
514334;2017-07-08;A. Datum Slim Digital Camera M180 Black;Loja Contoso Austin ;6;86
514337;2017-07-08;Contoso Mouse Lock Bundle E200 White;Loja Contoso Austin ;6;86
514343;2017-07-08;WWI LCD17W E200 White;Loja Contoso Austin ;6;86
514344;2017-07-08;Contoso USB Wave Multi-media Keyboard E280 Black;Loja Contoso Austin ;6;86
514372;2017-07-08;Proseware Photo Ink Jet Printer M100 White;Loja Contoso Austin ;12;86
514565;2017-07-08;A. Datum Consumer Digital Camera E100 Green;Loja Contoso Austin ;12;86
515724;2017-07-09;Contoso DVD 12-Inch Player Portable M400 Silver;Loja Contoso Austin ;12;86
515876;2017-07-09;SV DVD 15-Inch Player Portable L200 Black;Loja Contoso Austin ;12;86
515883;2017-07-09;The Phone Company Smart phones Unlocked M300 Pink;Loja Contoso Austin ;12;86
515888;2017-07-09;Proseware Laser Jet All in one X300 Grey;Loja Contoso Austin ;12;86
516063;2017-07-09;Adventure Works LCD17 E200 White;Loja Contoso Austin ;6;86
516112;2017-07-09;Contoso Multi-Use Terminal Cable E308 White;Loja Contoso Austin ;6;86
516868;2017-07-09;Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 Grey;Loja Contoso Austin ;12;86
516939;2017-07-09;Fabrikam Budget Moviemaker 1/3'' 8.5mm E200 White;Loja Contoso Austin ;12;86
516943;2017-07-09;SV Car Video LCD7W M7080 Silver;Loja Contoso Austin ;12;86
520317;2017-07-11;The Phone Company PDA Palm 3.5 inch M810 Silver;Loja Contoso Austin ;12;86
520353;2017-07-11;Contoso Mouse Lock Bundle E200 Black;Loja Contoso Austin ;6;86
520629;2017-07-11;Contoso Expandable 4-Handset Cordless Phone System M206 Grey;Loja Contoso Austin ;12;86
520689;2017-07-11;Contoso Car power adapter M90 White;Loja Contoso Austin ;12;86
520755;2017-07-11;Contoso Expandable 3-Handset Cordless Phone System M204 White;Loja Contoso Austin ;12;86
521120;2017-07-11;Contoso Rechargeable Li-Ion Battery Pack E300 Black;Loja Contoso Austin ;6;86
521730;2017-07-11;WWI 2GB Pulse Smart pen M100 Black;Loja Contoso Austin ;12;86
522184;2017-07-11;Contoso Home Theater System 2.1 Channel M1210 Brown;Loja Contoso Austin ;12;86
522206;2017-07-11;The Phone Company Touch Screen Phones Capacitive M908 Black;Loja Contoso Austin ;12;86
527647;2017-07-14;The Phone Company Finger Touch Screen Phones M30 Grey;Loja Contoso Austin ;6;86
527681;2017-07-14;The Phone Company Smart phones 6-LINE SCREEN M21 White;Loja Contoso Austin ;12;86
527699;2017-07-14;"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue";Loja Contoso Austin ;12;86
527982;2017-07-14;"Fabrikam SLR Camera 35"" X358 Silver Grey";Loja Contoso Austin ;12;86
528194;2017-07-14;The Phone Company PDA Wifi 4.7-inch L290 White;Loja Contoso Austin ;12;86
528576;2017-07-14;"Adventure Works 20"" LCD HDTV M120 Silver";Loja Contoso Austin ;12;86
529280;2017-07-14;Contoso Projector 720p M620 Black;Loja Contoso Austin ;12;86
529368;2017-07-14;Contoso Home Theater System 4.1 Channel M1400 Brown;Loja Contoso Austin ;12;86
529380;2017-07-14;"Contoso SLR Camera 35"" M358 Silver";Loja Contoso Austin ;12;86
529403;2017-07-14;The Phone Company Smart phones Expert M400 Gold;Loja Contoso Austin ;12;86
529439;2017-07-14;"Adventure Works 19"" Portable LCD HDTV M110 Silver";Loja Contoso Austin ;12;86
529517;2017-07-14;SV DVD 38 DVD Storage Binder E25 Silver;Loja Contoso Austin ;6;86
529789;2017-07-14;Contoso Power Inverter - DC to AC power inverter E900 White;Loja Contoso Austin ;6;86
530233;2017-07-15;Adventure Works Laptop12 M1200 Black;Loja Contoso Austin ;12;86
533029;2017-07-16;Fabrikam SLR Camera X147 Grey;Loja Contoso Austin ;12;86
533220;2017-07-16;SV PCI Network Adapter E905 Silver;Loja Contoso Austin ;6;86
533305;2017-07-16;Contoso Optical Wheel OEM PS/2 Mouse E60 White;Loja Contoso Austin ;6;86
534531;2017-07-16;SV Car Video TFT7 M7000 Black;Loja Contoso Austin ;12;86
535032;2017-07-17;Contoso USB 2.0 Dock Station docking station M800 Grey;Loja Contoso Austin ;12;86
535505;2017-07-17;The Phone Company PDA Handheld 4.7 inch L650 Black;Loja Contoso Austin ;12;86
535519;2017-07-17;Proseware Ink Jet All in one M300 Grey;Loja Contoso Austin ;12;86
535537;2017-07-17;"Fabrikam Business Videographer 2/3"" 17mm M280 Orange";Loja Contoso Austin ;12;86
535671;2017-07-17;The Phone Company Finger Touch Screen Phones M30 Gold;Loja Contoso Austin ;6;86
535788;2017-07-17;Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black;Loja Contoso Austin ;12;86
536600;2017-07-17;Contoso Lifestyles Series - Big Button Cordless phone M800 Black;Loja Contoso Austin ;12;86
536749;2017-07-17;WWI Screen 100in M1609 Black;Loja Contoso Austin ;6;86
536819;2017-07-17;WWI Desktop PC1.60 E1600 Black;Loja Contoso Austin ;18;86
537423;2017-07-18;Contoso Carrying Case E312 Blue;Loja Contoso Austin ;6;86
537466;2017-07-18;Contoso SLR Camera X144 Silver Grey;Loja Contoso Austin ;12;86
537736;2017-07-18;Contoso Home Theater System 4.1 Channel M1420 Brown;Loja Contoso Austin ;12;86
537778;2017-07-18;Contoso Expandable 4-Handset Cordless Phone System M206 White;Loja Contoso Austin ;12;86
537887;2017-07-18;SV 4GB Laptop Memory M65 Yellow;Loja Contoso Austin ;12;86
538073;2017-07-18;SV 8xDVD E130 Black;Loja Contoso Austin ;6;86
538225;2017-07-18;Contoso Carrying Case E312 White;Loja Contoso Austin ;6;86
538233;2017-07-18;SV 8xDVD E130 Silver;Loja Contoso Austin ;6;86
538839;2017-07-18;The Phone Company PDA Phone 3.7 inches M340 Black;Loja Contoso Austin ;12;86
538941;2017-07-18;The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver;Loja Contoso Austin ;12;86
539166;2017-07-18;Contoso 512MB MP3 Player E51 Silver;Loja Contoso Austin ;6;86
541332;2017-07-19;Adventure Works Laptop19 X1900 Black;Loja Contoso Austin ;12;86
542278;2017-07-20;"Fabrikam Trendsetter 2/3"" 17mm X100 Orange";Loja Contoso Austin ;12;86
542293;2017-07-20;Contoso Multi-line phones M30 Black;Loja Contoso Austin ;12;86
542614;2017-07-20;Proseware Scan Jet Digital Flat Bed Scanner M300 Grey;Loja Contoso Austin ;12;86
542744;2017-07-20;"Adventure Works 20"" LCD HDTV M120 Brown";Loja Contoso Austin ;12;86
542952;2017-07-20;SV 2GB Laptop memory E800 White;Loja Contoso Austin ;6;86
543136;2017-07-20;Contoso USB 2.0 Dock Station docking station M800 Black;Loja Contoso Austin ;12;86
543208;2017-07-20;Fabrikam Social Videographer 2/3'' 17mm E100 Grey;Loja Contoso Austin ;6;86
543830;2017-07-20;SV DVD 9-Inch Player Portable M300 Silver;Loja Contoso Austin ;12;86
543927;2017-07-20;SV DVD 14-Inch Player Portable L100 Silver;Loja Contoso Austin ;12;86
543969;2017-07-20;A. Datum Consumer Digital Camera M300 Orange;Loja Contoso Austin ;12;86
544126;2017-07-20;Contoso Rechargeable Li-Ion Battery Pack E300 White;Loja Contoso Austin ;6;86
547865;2017-07-22;Contoso Centrex Phone System L10 Grey;Loja Contoso Austin ;12;86
548166;2017-07-22;Contoso Projector 480p M480 Black;Loja Contoso Austin ;12;86
548222;2017-07-22;Fabrikam Social Videographer 1/3'' 8.5mm E200 Grey;Loja Contoso Austin ;6;86
548872;2017-07-22;Fabrikam Trendsetter 1'' 25mm X400 White;Loja Contoso Austin ;12;86
548951;2017-07-22;Fabrikam Business Videographer 1/3'' 8.5mm M380 Black;Loja Contoso Austin ;12;86
549265;2017-07-22;SV DVD 15-Inch Player Portable L200 White;Loja Contoso Austin ;12;86
552321;2017-07-24;Proseware Fax Machine E100 Black;Loja Contoso Austin ;12;86
552349;2017-07-24;A. Datum Compact Digital Camera M200 Grey;Loja Contoso Austin ;6;86
552681;2017-07-24;"Adventure Works 19"" Portable LCD HDTV M110 Black";Loja Contoso Austin ;12;86
552756;2017-07-24;Contoso DVD 12-Inch Player Portable M400 White;Loja Contoso Austin ;12;86
552774;2017-07-24;Contoso Home Theater System 4.1 Channel M1400 White;Loja Contoso Austin ;12;86
552880;2017-07-24;SV Car Video TFT6.2W E6281 Silver;Loja Contoso Austin ;6;86
552943;2017-07-24;"Adventure Works 19"" Color Digital TV E35 Black";Loja Contoso Austin ;6;86
553053;2017-07-24;WWI Desktop PC1.80 E1801 White;Loja Contoso Austin ;18;86
553727;2017-07-24;"Adventure Works 19"" Portable LCD HDTV M110 Silver";Loja Contoso Austin ;12;86
553737;2017-07-24;SV Car Video TFT7 M7000 Black;Loja Contoso Austin ;12;86
554010;2017-07-24;SV DVD 7-Inch Player Portable E200 Black;Loja Contoso Austin ;6;86
554094;2017-07-24;WWI 1GB Pulse Smart pen E50 White;Loja Contoso Austin ;6;86
555484;2017-07-25;"Fabrikam SLR Camera 35"" X358 Orange";Loja Contoso Austin ;12;86
555571;2017-07-25;Proseware Photo Ink jet Printer E290 White;Loja Contoso Austin ;6;86
555580;2017-07-25;Proseware Ink Jet Fax Machine E100 Black;Loja Contoso Austin ;6;86
556190;2017-07-25;Contoso Lifestyles Series - Big Button Cordless phone M800 Black;Loja Contoso Austin ;12;86
556269;2017-07-25;Proseware Projector 720p LCD56 Black;Loja Contoso Austin ;12;86
556370;2017-07-25;Contoso USB Cable M250 Blue;Loja Contoso Austin ;12;86
556560;2017-07-25;Adventure Works LCD15 E100 Black;Loja Contoso Austin ;6;86
556649;2017-07-25;The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver;Loja Contoso Austin ;12;86
556707;2017-07-25;SV 8xDVD E140 Black;Loja Contoso Austin ;6;86
556708;2017-07-25;Proseware Screen 100in M1609 White;Loja Contoso Austin ;6;86
557188;2017-07-26;A. Datum Consumer Digital Camera E100 Silver;Loja Contoso Austin ;12;86
557547;2017-07-26;Contoso Home Theater System 5.1 Channel M1500 Silver;Loja Contoso Austin ;12;86
557610;2017-07-26;Contoso Enhanced Capacity Battery M800 Black;Loja Contoso Austin ;12;86
557733;2017-07-26;Contoso SLR Camera X142 Black;Loja Contoso Austin ;12;86
557866;2017-07-26;Contoso Mouse Lock Bundle E200 Black;Loja Contoso Austin ;6;86
558562;2017-07-26;"Adventure Works 20"" CRT TV E15 White";Loja Contoso Austin ;6;86
558938;2017-07-26;"Adventure Works 20"" Analog CRT TV E45 Black";Loja Contoso Austin ;6;86
559005;2017-07-26;"Fabrikam SLR Camera 35"" M358 Gold";Loja Contoso Austin ;6;86
569523;2017-07-31;Contoso Projector 720p M620 White;Loja Contoso Austin ;12;86
569988;2017-07-31;Fabrikam Trendsetter 1/2'' 3mm X300 White;Loja Contoso Austin ;12;86
569990;2017-07-31;A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure;Loja Contoso Austin ;12;86
570077;2017-07-31;SV DVD 9-Inch Player Portable M300 Silver;Loja Contoso Austin ;12;86
570430;2017-07-31;The Phone Company Touch Screen Phones Infrared M901 Grey;Loja Contoso Austin ;12;86
